Product_Name,Brand,Category,Usage_Frequency,Price,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin,Price_IDR,combined_features,Image_URL
magic lip gloss,bite beauty,makeup remover,monthly,34.75,2.0,3668,50ml,dry,unisex,Spray,shea butter,True,South Korea,521250.0,makeup remover dry monthly shea butter,
super face oil,too faced,bb cream,occasional,54.3,1.8,8443,50ml,sensitive,female,Spray,aloe vera,False,South Korea,814500.0,bb cream sensitive occasional aloe vera,
super face oil,drunk elephant,bronzer,daily,116.54,3.2,1664,150ml,combination,unisex,Spray,glycerin,True,Australia,1748100.0,bronzer combination daily glycerin,
perfect blush,farsali,contour,occasional,69.67,1.5,7835,30ml,normal,unisex,Stick,vitamin c,False,USA,1045050.0,contour normal occasional vitamin c,
perfect blush,bite beauty,cc cream,occasional,130.9,2.6,4185,30ml,sensitive,unisex,Compact,glycerin,False,Japan,1963500.0,cc cream sensitive occasional glycerin,
perfect setting spray,pat mcgrath labs,eyeliner,daily,109.97,1.0,9729,250ml,dry,male,Spray,shea butter,True,UK,1649550.0,eyeliner dry daily shea butter,
perfect contour,laura mercier,face mask,daily,52.46,1.5,9014,250ml,oily,female,Compact,retinol,True,Australia,786900.0,face mask oily daily retinol,
magic contour,e.l.f.,exfoliator,monthly,146.3,4.6,3322,50ml,dry,female,Jar,retinol,True,UK,2194500.0,exfoliator dry monthly retinol,
ultra powder,hourglass,cleanser,weekly,46.47,4.9,651,250ml,oily,male,Compact,glycerin,False,UK,697050.0,cleanser oily weekly glycerin,
divine lip gloss,patrick ta,cleanser,weekly,60.87,1.4,2816,250ml,dry,male,Compact,salicylic acid,True,Japan,913050.0,cleanser dry weekly salicylic acid,
divine moisturizer,make up for ever,contour,daily,100.26,2.5,9192,50ml,combination,female,Compact,aloe vera,True,France,1503900.0,contour combination daily aloe vera,
perfect bronzer,patrick ta,eyeliner,occasional,17.82,2.7,762,30ml,normal,unisex,Compact,glycerin,False,Italy,267300.0,eyeliner normal occasional glycerin,
super lip liner,it cosmetics,lip liner,daily,115.82,4.1,404,100ml,dry,female,Jar,shea butter,True,Italy,1737300.0,lip liner dry daily shea butter,
ultra concealer,laura mercier,serum,monthly,97.22,4.4,7568,30ml,oily,unisex,Stick,hyaluronic acid,True,Germany,1458300.0,serum oily monthly hyaluronic acid,
perfect mascara,anastasia beverly hills,primer,occasional,36.32,2.6,8266,250ml,combination,unisex,Tube,salicylic acid,False,France,544800.0,primer combination occasional salicylic acid,
super primer,natasha denona,face mask,occasional,65.03,4.3,7644,100ml,normal,unisex,Spray,shea butter,False,Australia,975450.0,face mask normal occasional shea butter,
magic face mask,rare beauty,lip liner,weekly,14.32,3.9,7104,250ml,combination,male,Compact,glycerin,False,Germany,214800.0,lip liner combination weekly glycerin,
magic face oil,e.l.f.,setting spray,occasional,41.68,4.4,3200,100ml,normal,female,Stick,vitamin c,True,Germany,625200.0,setting spray normal occasional vitamin c,
divine lip liner,tarte,foundation,weekly,128.37,4.7,5606,50ml,oily,female,Spray,salicylic acid,True,South Korea,1925550.0,foundation oily weekly salicylic acid,
magic cc cream,ilia beauty,mascara,weekly,65.62,3.6,1095,30ml,combination,male,Compact,retinol,False,Germany,984300.0000000001,mascara combination weekly retinol,
perfect serum,make up for ever,bronzer,monthly,93.51,4.5,1039,150ml,dry,unisex,Bottle,aloe vera,True,Australia,1402650.0,bronzer dry monthly aloe vera,
magic blush,drunk elephant,setting spray,weekly,26.38,2.9,6379,250ml,dry,male,Jar,vitamin c,False,USA,395700.0,setting spray dry weekly vitamin c,
ultra blush,fenty beauty,concealer,occasional,45.81,4.8,4411,200ml,oily,female,Compact,shea butter,True,Japan,687150.0,concealer oily occasional shea butter,
magic primer,ilia beauty,mascara,monthly,91.15,4.1,8384,100ml,normal,female,Spray,shea butter,False,South Korea,1367250.0,mascara normal monthly shea butter,
perfect cleanser,laura mercier,foundation,monthly,28.98,4.2,6248,150ml,normal,female,Spray,hyaluronic acid,False,South Korea,434700.0,foundation normal monthly hyaluronic acid,
divine cleanser,juvia’s place,primer,monthly,139.15,3.0,5325,150ml,normal,female,Compact,shea butter,False,South Korea,2087250.0,primer normal monthly shea butter,
perfect foundation,glossier,powder,daily,50.22,4.5,9265,50ml,sensitive,female,Compact,glycerin,False,Australia,753300.0,powder sensitive daily glycerin,
magic makeup remover,charlotte tilbury,setting spray,occasional,96.11,4.0,2894,150ml,combination,unisex,Jar,salicylic acid,False,Australia,1441650.0,setting spray combination occasional salicylic acid,
divine bb cream,pat mcgrath labs,contour,daily,107.46,5.0,7133,150ml,oily,unisex,Jar,glycerin,True,Germany,1611900.0,contour oily daily glycerin,
divine makeup remover,huda beauty,primer,weekly,10.38,4.1,3060,150ml,sensitive,unisex,Jar,aloe vera,False,USA,155700.0,primer sensitive weekly aloe vera,
divine mascara,hourglass,setting spray,weekly,26.69,1.5,4393,50ml,normal,male,Compact,shea butter,True,Germany,400350.0,setting spray normal weekly shea butter,
magic cc cream,fenty beauty,face mask,weekly,19.17,3.7,3472,30ml,oily,unisex,Tube,salicylic acid,True,USA,287550.0,face mask oily weekly salicylic acid,
divine concealer,it cosmetics,mascara,weekly,81.83,3.8,4563,100ml,dry,female,Jar,glycerin,False,South Korea,1227450.0,mascara dry weekly glycerin,
ultra makeup remover,yves saint laurent,bronzer,monthly,91.53,4.6,2102,50ml,combination,male,Bottle,retinol,False,South Korea,1372950.0,bronzer combination monthly retinol,
divine blush,charlotte tilbury,cc cream,daily,50.16,2.8,5566,50ml,dry,female,Tube,retinol,False,UK,752400.0,cc cream dry daily retinol,
ultra mascara,make up for ever,concealer,daily,120.51,2.7,8131,200ml,sensitive,female,Bottle,retinol,True,Australia,1807650.0,concealer sensitive daily retinol,
divine primer,tarte,lipstick,daily,94.41,1.7,9009,100ml,normal,unisex,Spray,hyaluronic acid,False,Italy,1416150.0,lipstick normal daily hyaluronic acid,
magic bb cream,kylie cosmetics,eyeliner,weekly,11.78,1.2,6148,50ml,oily,unisex,Spray,retinol,True,South Korea,176700.0,eyeliner oily weekly retinol,
divine bb cream,it cosmetics,foundation,monthly,117.77,4.1,4106,100ml,oily,female,Compact,shea butter,False,France,1766550.0,foundation oily monthly shea butter,
perfect mascara,ilia beauty,lip liner,daily,80.97,1.7,2183,50ml,oily,unisex,Bottle,vitamin c,False,Australia,1214550.0,lip liner oily daily vitamin c,
magic lip liner,perricone md,serum,daily,101.49,3.2,7748,200ml,normal,unisex,Stick,aloe vera,True,USA,1522350.0,serum normal daily aloe vera,
perfect face mask,shiseido,face mask,occasional,81.87,4.0,459,30ml,dry,male,Bottle,aloe vera,False,Australia,1228050.0,face mask dry occasional aloe vera,
magic primer,kvd beauty,mascara,occasional,107.65,2.9,4791,50ml,oily,male,Compact,shea butter,False,USA,1614750.0,mascara oily occasional shea butter,
super contour,perricone md,lip liner,occasional,125.11,1.1,5373,100ml,combination,unisex,Compact,retinol,False,UK,1876650.0,lip liner combination occasional retinol,
perfect moisturizer,glossier,eye shadow,weekly,131.65,1.4,5493,200ml,dry,female,Stick,shea butter,False,France,1974750.0,eye shadow dry weekly shea butter,
perfect contour,sisley,face oil,occasional,140.42,3.4,7744,150ml,oily,female,Stick,aloe vera,False,Australia,2106300.0,face oil oily occasional aloe vera,
divine setting spray,perricone md,eye shadow,daily,53.56,1.6,3445,30ml,dry,male,Stick,aloe vera,True,Germany,803400.0,eye shadow dry daily aloe vera,
magic contour,e.l.f.,cc cream,weekly,67.78,1.3,1079,250ml,dry,unisex,Tube,salicylic acid,False,Japan,1016700.0,cc cream dry weekly salicylic acid,
ultra moisturizer,drunk elephant,serum,occasional,35.33,5.0,3365,100ml,oily,unisex,Stick,shea butter,False,UK,529950.0,serum oily occasional shea butter,
perfect eye shadow,too faced,bb cream,daily,87.9,4.7,2058,150ml,dry,male,Stick,retinol,False,South Korea,1318500.0,bb cream dry daily retinol,
super eye shadow,natasha denona,face oil,occasional,120.18,4.1,9663,50ml,combination,female,Compact,aloe vera,True,USA,1802700.0,face oil combination occasional aloe vera,
ultra makeup remover,kvd beauty,face mask,weekly,130.34,1.0,3548,50ml,sensitive,male,Jar,retinol,False,France,1955100.0,face mask sensitive weekly retinol,
ultra lipstick,hourglass,serum,weekly,108.62,3.0,2179,250ml,oily,male,Spray,aloe vera,False,Italy,1629300.0,serum oily weekly aloe vera,
divine cc cream,tarte,bb cream,occasional,13.9,4.9,4969,250ml,oily,female,Spray,salicylic acid,True,Germany,208500.0,bb cream oily occasional salicylic acid,
magic bronzer,urban decay,serum,weekly,104.19,1.9,3034,100ml,normal,unisex,Spray,salicylic acid,True,Japan,1562850.0,serum normal weekly salicylic acid,
ultra cc cream,anastasia beverly hills,cleanser,monthly,102.99,4.0,8102,50ml,normal,female,Jar,salicylic acid,False,USA,1544850.0,cleanser normal monthly salicylic acid,
ultra lip liner,make up for ever,concealer,weekly,50.12,4.2,2654,250ml,combination,female,Tube,shea butter,False,Japan,751800.0,concealer combination weekly shea butter,
perfect makeup remover,pat mcgrath labs,serum,daily,32.27,3.7,2295,200ml,normal,unisex,Jar,hyaluronic acid,True,Australia,484050.00000000006,serum normal daily hyaluronic acid,
ultra lipstick,nars,blush,daily,87.29,3.1,6832,100ml,sensitive,unisex,Tube,aloe vera,False,France,1309350.0,blush sensitive daily aloe vera,
super foundation,glossier,highlighter,monthly,89.16,1.9,55,30ml,dry,unisex,Bottle,aloe vera,True,Germany,1337400.0,highlighter dry monthly aloe vera,
magic bb cream,anastasia beverly hills,blush,occasional,80.0,1.7,5175,30ml,dry,unisex,Spray,vitamin c,True,USA,1200000.0,blush dry occasional vitamin c,
ultra setting spray,e.l.f.,lip gloss,daily,42.94,3.2,2366,150ml,sensitive,unisex,Compact,salicylic acid,False,South Korea,644100.0,lip gloss sensitive daily salicylic acid,
divine lip liner,farsali,highlighter,daily,132.41,4.9,4882,150ml,oily,unisex,Bottle,vitamin c,False,Germany,1986150.0,highlighter oily daily vitamin c,
ultra lipstick,colourpop,lip gloss,monthly,14.35,1.5,2241,100ml,oily,unisex,Jar,salicylic acid,True,UK,215250.0,lip gloss oily monthly salicylic acid,
perfect moisturizer,drunk elephant,primer,weekly,57.5,2.5,9769,250ml,normal,male,Spray,aloe vera,True,France,862500.0,primer normal weekly aloe vera,
divine face mask,sisley,foundation,monthly,59.95,4.8,1907,150ml,oily,unisex,Compact,retinol,True,Italy,899250.0,foundation oily monthly retinol,
magic cleanser,rms beauty,moisturizer,weekly,75.35,3.2,4969,150ml,oily,male,Tube,vitamin c,False,Japan,1130250.0,moisturizer oily weekly vitamin c,
divine blush,drunk elephant,bb cream,monthly,43.44,4.4,5216,50ml,normal,female,Compact,retinol,True,UK,651600.0,bb cream normal monthly retinol,
magic contour,rms beauty,lipstick,weekly,19.99,2.8,8784,30ml,combination,unisex,Compact,shea butter,False,Germany,299850.0,lipstick combination weekly shea butter,
magic eyeliner,milk makeup,highlighter,occasional,16.44,1.9,3667,200ml,dry,unisex,Stick,shea butter,False,UK,246600.00000000003,highlighter dry occasional shea butter,
magic lipstick,kiehl’s,highlighter,occasional,63.52,3.3,4859,50ml,sensitive,unisex,Jar,salicylic acid,False,Germany,952800.0,highlighter sensitive occasional salicylic acid,
super bronzer,urban decay,moisturizer,weekly,49.38,2.0,4188,50ml,sensitive,unisex,Tube,shea butter,True,Japan,740700.0,moisturizer sensitive weekly shea butter,
divine setting spray,huda beauty,highlighter,occasional,52.66,1.9,5459,150ml,sensitive,female,Stick,retinol,False,Italy,789900.0,highlighter sensitive occasional retinol,
ultra cleanser,e.l.f.,contour,occasional,78.38,2.8,9655,250ml,sensitive,unisex,Tube,retinol,False,USA,1175700.0,contour sensitive occasional retinol,
magic concealer,patrick ta,cleanser,occasional,55.27,3.5,749,100ml,dry,unisex,Tube,salicylic acid,False,USA,829050.0,cleanser dry occasional salicylic acid,
magic blush,kvd beauty,moisturizer,monthly,125.6,3.1,7179,200ml,sensitive,male,Jar,shea butter,False,UK,1884000.0,moisturizer sensitive monthly shea butter,
ultra moisturizer,patrick ta,lip gloss,occasional,137.64,2.0,3779,150ml,oily,female,Tube,vitamin c,False,UK,2064599.9999999998,lip gloss oily occasional vitamin c,
ultra powder,natasha denona,lip gloss,daily,36.32,2.1,5504,50ml,oily,unisex,Bottle,aloe vera,False,France,544800.0,lip gloss oily daily aloe vera,
divine blush,danessa myricks,cc cream,daily,144.31,4.7,1259,30ml,normal,female,Compact,retinol,True,USA,2164650.0,cc cream normal daily retinol,
perfect eyeliner,sisley,highlighter,occasional,24.86,1.7,8191,50ml,sensitive,unisex,Stick,vitamin c,True,Australia,372900.0,highlighter sensitive occasional vitamin c,
divine eye shadow,milk makeup,cc cream,monthly,75.02,2.8,929,30ml,oily,male,Stick,retinol,False,Germany,1125300.0,cc cream oily monthly retinol,
super primer,morphe,moisturizer,monthly,89.62,1.9,6785,250ml,dry,female,Jar,shea butter,False,UK,1344300.0,moisturizer dry monthly shea butter,
magic bb cream,ilia beauty,eye shadow,weekly,107.44,2.7,6988,50ml,oily,female,Spray,salicylic acid,True,Japan,1611600.0,eye shadow oily weekly salicylic acid,
magic powder,too faced,exfoliator,monthly,93.48,4.0,796,250ml,combination,female,Tube,hyaluronic acid,True,France,1402200.0,exfoliator combination monthly hyaluronic acid,
super blush,colourpop,eye shadow,occasional,102.37,1.5,1126,30ml,combination,unisex,Jar,salicylic acid,True,Australia,1535550.0,eye shadow combination occasional salicylic acid,
magic lip liner,farsali,bronzer,daily,92.85,1.1,5116,30ml,normal,unisex,Bottle,salicylic acid,True,South Korea,1392750.0,bronzer normal daily salicylic acid,
perfect face oil,farsali,setting spray,occasional,109.34,2.6,4442,50ml,sensitive,unisex,Compact,salicylic acid,True,Germany,1640100.0,setting spray sensitive occasional salicylic acid,
perfect face oil,bite beauty,eyeliner,weekly,17.76,4.7,9223,150ml,sensitive,unisex,Compact,retinol,True,Italy,266400.0,eyeliner sensitive weekly retinol,
divine eyeliner,huda beauty,highlighter,daily,81.54,5.0,6690,50ml,combination,unisex,Compact,hyaluronic acid,True,France,1223100.0,highlighter combination daily hyaluronic acid,
magic face mask,rare beauty,face oil,monthly,86.95,4.4,9552,30ml,combination,female,Jar,glycerin,True,Germany,1304250.0,face oil combination monthly glycerin,
super eye shadow,patrick ta,bb cream,weekly,123.41,2.5,721,250ml,combination,female,Bottle,aloe vera,False,Australia,1851150.0,bb cream combination weekly aloe vera,
magic setting spray,tarte,bronzer,monthly,31.7,4.0,163,250ml,oily,male,Bottle,retinol,True,Japan,475500.0,bronzer oily monthly retinol,
perfect lip liner,kylie cosmetics,serum,weekly,26.11,1.6,1146,250ml,oily,unisex,Bottle,glycerin,True,Japan,391650.0,serum oily weekly glycerin,
super bb cream,fenty beauty,foundation,occasional,25.08,2.8,6289,50ml,dry,male,Bottle,glycerin,True,South Korea,376200.0,foundation dry occasional glycerin,
perfect cc cream,shiseido,powder,weekly,115.81,1.6,4551,250ml,dry,unisex,Bottle,hyaluronic acid,True,Japan,1737150.0,powder dry weekly hyaluronic acid,
ultra blush,ilia beauty,serum,weekly,141.56,2.4,5114,100ml,oily,unisex,Compact,shea butter,False,USA,2123400.0,serum oily weekly shea butter,
perfect eyeliner,patrick ta,face oil,occasional,87.72,1.8,4052,100ml,combination,unisex,Jar,aloe vera,False,Germany,1315800.0,face oil combination occasional aloe vera,
divine lip gloss,rms beauty,concealer,monthly,141.71,2.7,4498,100ml,sensitive,unisex,Compact,retinol,False,Germany,2125650.0,concealer sensitive monthly retinol,
divine bb cream,drunk elephant,eyeliner,monthly,58.38,1.1,5024,50ml,sensitive,female,Tube,salicylic acid,False,Australia,875700.0,eyeliner sensitive monthly salicylic acid,
ultra primer,danessa myricks,lipstick,monthly,10.67,2.5,3207,250ml,oily,female,Spray,retinol,True,France,160050.0,lipstick oily monthly retinol,
divine mascara,bobby brown,face mask,weekly,144.52,4.9,1936,50ml,combination,male,Stick,glycerin,False,Germany,2167800.0,face mask combination weekly glycerin,
perfect lip liner,clinique,foundation,monthly,124.75,1.6,7146,150ml,combination,male,Compact,shea butter,False,Germany,1871250.0,foundation combination monthly shea butter,
ultra setting spray,drunk elephant,bronzer,daily,26.86,1.5,6529,30ml,sensitive,male,Tube,salicylic acid,False,South Korea,402900.0,bronzer sensitive daily salicylic acid,
perfect lipstick,clinique,cleanser,weekly,114.64,3.7,8604,250ml,combination,unisex,Bottle,hyaluronic acid,False,Australia,1719600.0,cleanser combination weekly hyaluronic acid,
super concealer,juvia’s place,lipstick,weekly,54.57,4.7,7512,100ml,normal,female,Bottle,retinol,False,France,818550.0,lipstick normal weekly retinol,
divine moisturizer,danessa myricks,cleanser,occasional,53.74,1.6,4456,100ml,oily,unisex,Bottle,retinol,True,Germany,806100.0,cleanser oily occasional retinol,
magic moisturizer,huda beauty,lip gloss,occasional,48.6,4.6,3451,150ml,sensitive,female,Bottle,hyaluronic acid,False,USA,729000.0,lip gloss sensitive occasional hyaluronic acid,
super bb cream,bourjois,exfoliator,occasional,125.68,1.6,7454,150ml,oily,unisex,Bottle,retinol,True,USA,1885200.0,exfoliator oily occasional retinol,
ultra face mask,tarte,makeup remover,daily,125.5,1.1,5831,150ml,dry,unisex,Stick,retinol,False,Japan,1882500.0,makeup remover dry daily retinol,
ultra eyeliner,rare beauty,setting spray,occasional,96.61,1.4,7153,250ml,dry,male,Jar,glycerin,False,South Korea,1449150.0,setting spray dry occasional glycerin,
